,id,author_last,author_first,author,gender,title,year,genre,filename,sentence
179,19590,Fitzhugh,Percy Keese,"Fitzhugh, Percy Keese",male,Tom Slade's Double Dare,1922,young adult,PG19590_raw.txt,"If it were not for the very remarkable part played by the scouts in this strange business, perhaps it would have been just as well if the whole matter had been allowed to die when the newspaper excitement subsided."
180,25272,Johnson,Owen,"Johnson, Owen",male,The Varmint,1910,novel,PG25272_raw.txt,When young Stover disembarked at the Trenton station on the fourth day after the opening of the spring term he had acquired in his brief journey so much of the Pennsylvania rolling stock as could be detached and concealed.
181,54683,Morgan,Lady (Sydney),"Morgan, Lady (Sydney)",male,The Wild Irish Girl,1806,novel,PG54683_raw.txt,"_Dublin, March_, ----, 17---- I remember, when I was a boy, meeting somewhere with the quaintly written travels of _Moryson_ through Ireland, and being particularly struck with his assertion, that so late as the days of Elizabeth, an Irish chieftain and his family were frequently seen seated round their domestic fire in a state of perfect nudity."
182,20722,Douglas,Amanda M.,"Douglas, Amanda M.",female,A Little Girl in Old Salem,1908,novel,PG20722_raw.txt,"It had an outlook on the garden, and beyond the garden was a lane, well used and to be a street itself in the future."
183,84,Mary Wollstonecraft,Shelley,"Shelley, Mary Wollstonecraft",female,Frankenstein,1818,horror,PG84_raw.txt,"St. Petersburgh, Dec. 11th, 17—. You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings."
184,43916,Isham,Frederic Stewart,"Isham, Frederic Stewart",male,Nothing But the Truth,1914,satire,PG43916_raw.txt,“It can’t be done.”
185,33995,Williamson,"A. M. (Alice Muriel), Williamson, C. N. (Charles Norris)","Williamson, A. M. (Alice Muriel), Williamson, C. N. (Charles Norris)",both,Where the Path Breaks,1916,novel,PG33995_raw.txt,"In dim twilight a spark of life glittered, glinted like a bit of mica catching the sun, on a vast face of gray cliff above a dead gray sea."
186,44922,Eggleston,George Cary,"Eggleston, George Cary",male,The Last of the Flatboats,1900,young adult,PG44922_raw.txt,"“Give it up, boys; you’re tired, and you’ve been in the water too long already."
187,141,Austen,Jane,"Austen, Jane",female,Mansfield Park,1814,novel,PG141_raw.txt,"About thirty years ago Miss Maria Ward, of Huntingdon, with only seven
thousand pounds, had the good luck to captivate Sir Thomas Bertram, of
Mansfield Park, in the county of Northampton, and to be thereby raised to the rank of a baronet’s lady, with all the comforts and consequences of an handsome house and large income."
188,31776,McElroy,John,"McElroy, John",male,"Si Klegg, Book 6",1915,novel,PG31776_raw.txt,"""Come, my boy,"" Si said kindly."
189,39296,Weyman,Stanley John,"Weyman, Stanley John",male,The Story of Francis Cludde,1891,historical novel,PG39296_raw.txt,"On the boundary line between the two counties of Warwick and Worcester there is a road very famous in those parts, and called the Ridgeway."
190,3289,Doyle,Arthur Conan,"Doyle, Arthur Conan",male,The Valley of Fear,1915,crime novel,PG3289_raw.txt,"“What’s this, Mr. Holmes?"
191,30072,Price,Eleanor C. (Eleanor Catherine),"Price, Eleanor C. (Eleanor Catherine)",female,Angelot,1902,novel,PG30072_raw.txt,"""Drink, Monsieur Angelot,"" said the farmer."
192,27225,Warner,Anne,"Warner, Anne",female,A Woman's Will,1904,novel,PG27225_raw.txt,"“Good-bye--good-bye, Rosina!” cried Jack, giving one last violent wave to his handkerchief."
193,8403,Benét,Stephen Vincent,"Benét, Stephen Vincent",male,Young People's Pride,1922,novel,PG8403_raw.txt,"It is one of Johnny Chipman's parties at the Harlequin Club, and as usual the people the other people have been asked to meet are late and as usual Johnny is looking hesitatingly around at those already collected with the nervous kindliness of an absent-minded menagerie-trainer who is trying to make a happy family out of a wombat, a porcupine, and two small Scotch terriers because they are all very nice and he likes them all"
194,18051,Duncan,Sara Jeannette,"Duncan, Sara Jeannette",female,Hilda,1898,novel,PG18051_raw.txt,"Miss Howe pushed the portiere aside with a curved hand and gracefully separated fingers; it was a staccato movement, and her body followed it after an instant's poise of hesitation, head thrust a little forward, eyes inquiring, and a tentative smile, although she knew precisely who was there."
195,30952,Foster,W. Bert (Walter Bertram),"Foster, W. Bert (Walter Bertram)",male,With Ethan Allen at Ticonderoga,1903,historical novel,PG30952_raw.txt,"A calm lay upon its vast extent, from the green-capped hills in the east to the noble river which, fed by the streams so quietly meandering through the pleasantly wooded country, found its way to the sea where the greatest city of the New World was destined to stand."
196,24907,Hough,Emerson,"Hough, Emerson",male,The Lady and the Pirate,1913,novel,PG24907_raw.txt,"I was sitting at one of my favorite spots engaged in looking through my fly-book for some lure that might, perhaps, mend my luck in the afternoon's fishing."
197,4745,Mason,A. E. W. (Alfred Edward Woodley),"Mason, A. E. W. (Alfred Edward Woodley)",male,At the Villa Rose,1910,crime novel,PG4745_raw.txt,"It was Mr. Ricardo's habit as soon as the second week of August came round to travel to Aix-les-Bains, in Savoy, where for five or six weeks he lived pleasantly."
198,41890,French,Allen,"French, Allen",male,The Barrier,1904,novel,PG41890_raw.txt,There is a certain circle so well-to-do that it is occupied chiefly in guarding its property and maintaining its exclusiveness.
199,3146,Hardy,Thomas,"Hardy, Thomas",male,Two on a Tower,1882,novel,PG3146_raw.txt,"On an early winter afternoon, clear but not cold, when the vegetable world was a weird multitude of skeletons through whose ribs the sun shone freely, a gleaming landau came to a pause on the crest of a hill in Wessex."
200,31813,Blossom,Henry,"Blossom, Henry",male,Checkers,1896,novel,PG31813_raw.txt,I had never before attended the races.
201,28512,McCutcheon,George Barr,"McCutcheon, George Barr",male,What's-His-Name,1911,novel,PG28512_raw.txt,"Two men were standing in front of the Empire Theatre on Broadway, at the outer edge of the sidewalk, amiably discussing themselves in the first person singular."
202,29991,Goldfrap,John Henry,"Goldfrap, John Henry",male,The Boy Scouts on Belgian Battlefields,1915,young adult,PG29991_raw.txt,"Oh! how glad I am that part of the trip is over, now we've crossed from England to Antwerp without being wrecked!"
203,38703,Heyer,Georgette,"Heyer, Georgette",female,The Black Moth,1921,historical novel,PG38703_raw.txt,"Clad in his customary black and silver, with raven hair unpowdered and elaborately dressed, diamonds on his fingers and in his cravat, Hugh Tracy Clare Belmanoir, Duke of Andover, sat at the escritoire in the library of his town house, writing."
204,7052,Bellamy,Edward,"Bellamy, Edward",male,Dr. Heidenhoff's Process,1880,science fiction,PG7052_raw.txt,"The hand of the clock fastened up on the white wall of the conference room, just over the framed card bearing the words ""Stand up for Jesus,"" and between two other similar cards, respectively bearing the sentences ""Come unto Me,"" and ""The Wonderful, the Counsellor,"" pointed to ten minutes of nine."
205,2664,Lytton,"Edward Bulwer Lytton, Baron","Lytton, Edward Bulwer Lytton, Baron",male,Zanoni,1842,novel,PG2664_raw.txt,"At Naples, in the latter half of the last century, a worthy artist named Gaetano Pisani lived and flourished."
206,29453,Ball,Eustace Hale,"Ball, Eustace Hale",unknown,Traffic in Souls,1914,crime novel,PG29453_raw.txt,"Officer 4434 beat his freezing hands together as he stood with his back to the snow-laden north-easter, which rattled the creaking signboards of East Twelfth Street, and covered, with its merciful shroud of wet flakes, the ash-barrels, dingy stoops, gaudy saloon porticos and other architectural beauties of the Avenue corner."
207,2021,Conrad,Joseph,"Conrad, Joseph",male,Nostromo,1904,novel,PG2021_raw.txt,"In the time of Spanish rule, and for many years afterwards, the town of Sulaco--the luxuriant beauty of the orange gardens bears witness to its antiquity--had never been commercially anything more important than a coasting port with a fairly large local trade in ox-hides and indigo."
208,18957,Barlow,Jane,"Barlow, Jane",female,Strangers at Lisconnel,1895,novel,PG18957_raw.txt,"To Lisconnel, our very small hamlet in the middle of a wide bogland, the days that break over the dim blue hill-line, faint and far off, seldom bring a stranger's face; but then they seldom take a familiar one away, beyond reach, at any rate of return before nightfall."
209,47860,Belloc,Hilaire,"Belloc, Hilaire",male,The Mercy of Allah,1922,satire,PG47860_raw.txt,"In the days of Abd-er-Rahman, who was among the wisest and most glorious of the Commanders of the Faithful, there resided in the City of Bagdad an elderly merchant of such enormous wealth that his to fluctuate in the most alarming manner."
210,19816,Hope,Laura Lee,"Hope, Laura Lee",female,Six Little Bunkers at Cowboy Jack's,1921,young adult,PG19816_raw.txt,"Whew! said Russ Bunker, looking out into the driving rain."
211,33048,,,,unknown,Jap Herron,1917,novel,PG33048_raw.txt,"On the afternoon of the second Thursday in March, 1916, I responded to an invitation to the regular meeting of a small psychical research society."
212,35504,Bonner,Geraldine,"Bonner, Geraldine",female,"Miss Maitland, Private Secretary",1919,crime novel,PG35504_raw.txt,Chapman Price was leaving Grasslands.
213,13532,Kyne,Peter B. (Peter Bernard),"Kyne, Peter B. (Peter Bernard)",male,Kindred of the Dust,1922,novel,PG13532_raw.txt,"In the living-room of The Dreamerie, his home on Tyee Head, Hector McKaye, owner of the Tyee Lumber Company and familiarly known as ""The Laird,"" was wont to sit in his hours of leisure, smoking and building castles in Spain--for his son Donald."
214,35239,Banks,Nancy Huston,"Banks, Nancy Huston",female,Oldfield,1902,novel,PG35239_raw.txt,The old white curtain was slightly too short.
215,25150,Alger,"Horatio, Jr.","Alger, Horatio, Jr.",male,The Young Bank Messenger,1898,novel,PG25150_raw.txt,"Just on the edge of the prairie, in western Iowa, some thirty years since, stood a cabin covering quite a little ground, but only one story high."
216,15721,Conquest,Joan,"Conquest, Joan",female,The Hawk of Egypt,1922,novel,PG15721_raw.txt,_For in the days we know not of Did fate begin Weaving the web of days that wove Your doom_.
217,17141,Buck,Charles Neville,"Buck, Charles Neville",male,Destiny,1916,novel,PG17141_raw.txt,Outside the subtle clarion of autumn's dying glory flamed in the torches of the maples and smoldered in the burgundy of the oaks.
218,25132,Altsheler,Joseph A. (Joseph Alexander),"Altsheler, Joseph A. (Joseph Alexander)",male,The Candidate,1905,novel,PG25132_raw.txt,"The huge convention-hall still rang with the thunders of applause, and most of the delegates were on their feet shouting or waving their hats, when Harley slipped from his desk and made his way quietly to the little side-door leading from the stage."
219,20714,Garland,Hamlin,"Garland, Hamlin",male,Other Main-Travelled Roads,1892,novel,PG20714_raw.txt,"The yellow March sun lay powerfully on the bare Iowa prairie, where the ploughed fields were already turning warm and brown, and only here and there in a corner or on the north side of the fence did the sullen drifts remain, and they were so dark and low that they hardly appeared to break the mellow brown of the fields."
220,36121,Oyen,Henry,"Oyen, Henry",male,The Snow-Burner,1916,novel,PG36121_raw.txt,"The brisk November sunrise, breaking over the dark jack-pines, lighted up the dozen snow-covered frame buildings comprising the so-called town of Rail Head, and presently reached in through the uncurtained windows of the Northern Light saloon, where it shone upon the curly head of young Toppy Treplin as, pillowed on his crossed forearms, it lay in repose on one of the saloon tables."
221,39689,Rives,Hallie Erminie,"Rives, Hallie Erminie",female,Satan Sanderson,1907,novel,PG39689_raw.txt,"It was very quiet in the wide, richly furnished library."
222,17227,Cody,H. A. (Hiram Alfred),"Cody, H. A. (Hiram Alfred)",male,Rod of the Lone Patrol,1916,novel,PG17227_raw.txt,Parson Dan chuckled several times as he sipped his hot cocoa before the fire.
223,910,London,Jack,"London, Jack",male,White Fang,1906,adventure novel,PG910_raw.txt,Dark spruce forest frowned on either side the frozen waterway.
224,36247,Osborne,William Hamilton,"Osborne, William Hamilton",male,The Red Mouse,1909,crime novel,PG36247_raw.txt,"For years--the best years of her life, for that matter, as she often reflected in lonely moments--Miriam Challoner had been trying to prove to her own satisfaction that her husband was no worse than the majority of young men married to rich women, but she could never find the arguments whereby she might arrive at the desired conclusion."
225,21999,Byrne,Donn,"Byrne, Donn",male,The Wind Bloweth,1922,novel,PG21999_raw.txt,"Whilst I was working on the various problems of ""The Wind Bloweth""--problems of wisdom, of color, of phrasing, and trying to capture the elusive, unbearable ache that is the mainspring of humanity, and doing this through the medium of a race I knew best, a race that affirms the divinity of Jesus and yet believes in the little people of the hills, a race that loves its own land, and yet will wander the wide world over, a race that loves battle, and yet always falls--whilst doing this, it seemed to me that I was capturing for an instant a beauty that was dying slowly, imperceptibly, but would soon be gone."
226,18640,Trollope,Anthony,"Trollope, Anthony",male,Phineas Redux,1874,crime novel,PG18640_raw.txt,The circumstances of the general election of 18-- will be well remembered by all those who take an interest in the political matters of the country.
227,21794,Webster,Frank V.,"Webster, Frank V.",male,The Boy from the Ranch,1909,young adult,PG21794_raw.txt,"Hi there, Low Bull, rustle around the other way and round up them steers!"
228,40659,Cambridge,Ada,"Cambridge, Ada",female,Materfamilias,1898,novel,PG40659_raw.txt,My father in England married a second time when I was about eighteen.
229,158,Austen,Jane,"Austen, Jane",female,Emma,1815,satire,PG158_raw.txt,"Emma Woodhouse, handsome, clever, and rich, with a comfortable home and happy disposition, seemed to unite some of the best blessings of existence; and had lived nearly twenty-one years in the world with very little to distress or vex her."
230,5738,Kyne,Peter B. (Peter Bernard),"Kyne, Peter B. (Peter Bernard)",male,Cappy Ricks,1921,novel,PG5738_raw.txt,"A psychologist would have termed Alden P. Ricks an individualist, but his associates in the wholesale lumber and shipping trade of the Pacific Coast proclaimed him a character."
231,37482,Lincoln,Joseph Crosby,"Lincoln, Joseph Crosby",male,The Postmaster,1912,novel,PG37482_raw.txt,"So you’re through with the sea for good, are you, Cap’n Zeb, says Mr. ""You bet!"" says I."
232,356,Doyle,Arthur Conan,"Doyle, Arthur Conan",male,Beyond the City,1892,novel,PG356_raw.txt,"If you please, mum, said the voice of a domestic from somewhere round the angle of the door, ""number three is moving in."""
233,36198,Whitaker,Herman,"Whitaker, Herman",male,The Mystery of The Barranca,1913,crime novel,PG36198_raw.txt,"Oh Bob, just look at them!"
234,24220,Garland,Hamlin,"Garland, Hamlin",male,The Tyranny of the Dark,1905,novel,PG24220_raw.txt,"The village of Colorow is enclosed by a colossal amphitheatre of dove-gray stone, in whose niches wind-warped pines stand like spectators silent and waiting."
235,16608,Mighels,Philip Verrill,"Mighels, Philip Verrill",male,Bruvver Jim's Baby,1904,novel,PG16608_raw.txt,It all commenced that bright November day of the Indian rabbit drive and hunt.
236,26992,Munger,Dell H.,"Munger, Dell H.",male,The Wind Before the Dawn,1912,novel,PG26992_raw.txt,The unclouded sun of a burning August day had driven bird and beast to shelter wherever a bit of shade could be found.
237,7835,Disraeli,"Benjamin, Earl of Beaconsfield","Disraeli, Benjamin, Earl of Beaconsfield",male,Lothair,1870,novel,PG7835_raw.txt,"“I remember him a little boy,” said the duchess, “a pretty little boy, but very shy."
238,46289,Grinnell,George Bird,"Grinnell, George Bird",male,Jack the Young Canoeman,1906,young adult,PG46289_raw.txt,"Say, Hugh, what is that Indian doing in that canoe?"
239,45912,Wells,Carolyn,"Wells, Carolyn",female,The Vanishing of Betty Varian,1922,crime novel,PG45912_raw.txt,"It is, of course, possible, perhaps even probable, that somewhere on this green earth there may be finer golf links or a more attractive clubhouse than those at Headland Harbor, but never hope to wring such an admission from any one of the summer colony who spend their mid-year at that particular portion of the Maine coast."
240,27511,Sullivan,Francis William,"Sullivan, Francis William",male,The Free Range,1913,novel,PG27511_raw.txt,"Then you insist on ruining me, Mr. Bissell?"
241,33301,Green,Anna Katharine,"Green, Anna Katharine",female,The Sword of Damocles,1881,crime novel,PG33301_raw.txt,A wind was blowing through the city.
242,33279,Hanshew,"Mary E., Hanshew, Thomas W.","Hanshew, Mary E., Hanshew, Thomas W.",both,The Riddle of the Spinning Wheel,1922,crime novel,PG33279_raw.txt,"Mr. Maverick Narkom, Superintendent of Scotland Yard, looked up from the letter he was perusing, a wrinkle in his brow and one hand spread out over the sheet to keep it open, as the sound of a soft knock broke through the stillness, and with an exasperation born of the knotty problem upon which he was at work, called out an irritable ""Come in."""
243,21618,Janvier,Thomas A. (Thomas Allibone),"Janvier, Thomas A. (Thomas Allibone)",male,The Aztec Treasure-House,1890,historical novel,PG21618_raw.txt,God sends nuts to them who have no teeth: which ancient Spanish proverb of contrariety comes strongly to mind as I set myself to this quiet and orderliness.
244,28856,Dodge,Mary Mapes,"Dodge, Mary Mapes",female,Donald and Dorothy,1883,young adult,PG28856_raw.txt,"The door of the study was closed, and only Nero was to be seen."
245,3239,MacGrath,Harold,"MacGrath, Harold",male,The Puppet Crown,1915,adventure novel,PG3239_raw.txt,"The king sat in his private garden in the shade of a potted orange tree, the leaves of which were splashed with brilliant yellow."
246,105,Austen,Jane,"Austen, Jane",female,Persuasion,1818,novel,PG105_raw.txt,"Sir Walter Elliot, of Kellynch Hall, in Somersetshire, was a man who, for his own amusement, never took up any book but the Baronetage; there he found occupation for an idle hour, and consolation in a distressed one; there his faculties were roused into admiration and respect, by contemplating the limited remnant of the earliest patents; there any unwelcome sensations, arising from domestic affairs changed naturally into pity and contempt as he turned over the almost endless creations of the last century; and there, if every other leaf were powerless, he could read his own history with an interest which never failed."
247,638,Conrad,Joseph,"Conrad, Joseph",male,An Outcast of the Islands,1896,novel,PG638_raw.txt,"When he stepped off the straight and narrow path of his peculiar honesty, it was with an inward assertion of unflinching resolve to fall back again into the monotonous but safe stride of virtue as soon as his little excursion into the wayside quagmires had produced the desired effect."
248,17698,Hichens,Robert,"Hichens, Robert",male,Bella Donna,1908,novel,PG17698_raw.txt,"She was photographed, written about, worshipped by important people, until her celebrity spread far over the world, as the celebrity even of a woman who is only beautiful and who does nothing can spread in the era of the paragraph."
249,426,Stevenson,Robert Louis,"Stevenson, Robert Louis",male,Tales and Fantasies,1905,novel,PG426_raw.txt,"JOHN VAREY NICHOLSON was stupid; yet, stupider men than he are now sprawling in Parliament, and lauding themselves as the authors of their own distinction."
250,15180,Rice,Alice Caldwell Hegan,"Rice, Alice Caldwell Hegan",female,The Honorable Percival,1914,novel,PG15180_raw.txt,"Their boat had sailed ""Well, did you ever!"
251,46156,Blackmore,R. D. (Richard Doddridge),"Blackmore, R. D. (Richard Doddridge)",male,The Maid of Sker,1872,novel,PG46156_raw.txt,"I am but an ancient fisherman upon the coast of Glamorganshire, with work enough of my own to do, and trouble enough of my own to heed, in getting my poor living."
252,40572,Mason,Arthur,"Mason, Arthur",male,The Flying Bo'sun,1920,novel,PG40572_raw.txt,"Her name was the ""Wampa,"" graceful to look at, with her tall and stately masts, rigged with fore and aft sails."
253,53419,,,,unknown,Twenty-Five Ghost Stories,1904,novel,PG53419_raw.txt,"For the most wild, yet most homely narrative which I am about to pen, I neither expect nor solicit belief."
254,40500,Orczy,"Emmuska Orczy, Baroness","Orczy, Emmuska Orczy, Baroness",unknown,Leatherface,1916,novel,PG40500_raw.txt,"Mons has capitulated, Orange has withdrawn his handful of mutinous troops into Holland, Valenciennes has been destroyed and Mechlin--beautiful, gracious, august Mechlin--with her cathedrals and her trade-halls, her ancient monuments of art and civilisation has been given over for three days to the lust and rapine of Spanish soldiery!"
255,45326,Young,Clarence,"Young, Clarence",male,The Motor Boys in the Clouds,1910,young adult,PG45326_raw.txt,"“Hello, Ned! Say, Jerry, have you heard the news?”"
256,39122,,,,unknown,Memoirs of a Midget,1922,novel,PG39122_raw.txt,"A few introductory and explanatory remarks are due, I think, to the reader of the following Memoirs."
257,46252,Kelland,Clarence Budington,"Kelland, Clarence Budington",male,The Highflyers,1919,novel,PG46252_raw.txt,Fred la Mothe was speaking.
258,28629,Oliphant,Mrs. (Margaret),"Oliphant, Mrs. (Margaret)",female,"Phoebe, Junior",1876,novel,PG28629_raw.txt,"Miss Phoebe Tozer, the only daughter of the chief deacon and leading member of the Dissenting connection in Carlingford, married, shortly after his appointment to the charge of Salem Chapel, in that town, the Reverend Mr. Beecham, one of the most rising young men in the denomination."
259,4599,Trollope,Anthony,"Trollope, Anthony",male,The Small House at Allington,1862,novel,PG4599_raw.txt,"Allington Street, as I have said, turns short round towards the church at this point, and there ends at a white gate, leading into the churchyard by a second entrance."
260,30980,Libbey,Laura Jean,"Libbey, Laura Jean",female,Kidnapped at the Altar,1909,adventure novel,PG30980_raw.txt,"It was a magnificent evening, in balmy June, on the far-famed St. The steamer ""St. Lawrence"" was making her nightly search-light excursion down the bay, laden to her utmost capacity."
261,18093,White,Grace Miller,"White, Grace Miller",female,From the Valley of the Missing,1911,novel,PG18093_raw.txt,"One afternoon in late October four lean mules, with stringy muscles dragging over their bones, stretched long legs at the whirring of their master's whip."
262,26111,Alger,"Horatio, Jr.","Alger, Horatio, Jr.",male,In A New World,1893,adventure novel,PG26111_raw.txt,A stout gentleman of middle age and two boys were sitting in the public room of a modest inn in Melbourne.
263,24771,Lewis,W. S. (Wilmarth Sheldon),"Lewis, W. S. (Wilmarth Sheldon)",unknown,Tutors' Lane,1922,novel,PG24771_raw.txt,"Cement walks are not laid, and temporary boards smack a little too much of a makeshift."
264,32144,Barr,Amelia E.,"Barr, Amelia E.",female,Jan Vedder's Wife,1885,novel,PG32144_raw.txt,More than fifty years ago this thing happened: Jan Vedder was betrothed to Margaret Fae.
265,40075,Sue,Eugène,"Sue, Eugène",male,The Knight of Malta,1900,novel,PG40075_raw.txt,"The travellers who now sail along the picturesque coasts within the district of the Bouches-du-Rhone--the peaceable inhabitants of shores perfumed by the orange-trees of Hyères, or the curious tourists, whom steamboats are continually transporting from Marseilles to Nice or to Gênes--are perhaps ignorant of the fact that two hundred years ago, under the flourishing administration of Cardinal Richelieu, the seashore of Provence was, almost every day, plundered by Algerian pirates, or other robbers from Barbary, whose audacity knew no bounds."
266,166,Wharton,Edith,"Wharton, Edith",female,Summer,1917,novel,PG166_raw.txt,"A girl came out of lawyer Royall's house, at the end of the one street of North Dormer, and stood on the doorstep."
267,21959,Lorimer,George Horace,"Lorimer, George Horace",male,Letters from a Self-Made Merchant to His Son,1901,novel,PG21959_raw.txt,"CHICAGO, October 1, 189-_Dear Pierrepont:_ Your Ma got back safe this morning and she wants me to be sure to tell you not to over-study, and I want to tell you to be sure not to under-study."
268,28461,Sinclair,May,"Sinclair, May",female,The Combined Maze,1913,novel,PG28461_raw.txt,"You may say that there was something wrong somewhere, some mistake, from the very beginning, in his parentage, in the time and place and manner of his birth."
269,4045,Melville,Herman,"Melville, Herman",male,Omoo,1847,adventure novel,PG4045_raw.txt,It was the middle of a bright tropical afternoon that we made good our escape from the bay.
270,28234,MacGregor,Mary Esther Miller,"MacGregor, Mary Esther Miller",female,'Lizbeth of the Dale,1910,novel,PG28234_raw.txt,"On the side porch of the gray stone house sat Miss Gordon, steadily darning at the eight pairs of stockings belonging to her eight nephews and nieces."
271,402,Tarkington,Booth,"Tarkington, Booth",male,Penrod,1914,satire,PG402_raw.txt,"Penrod sat morosely upon the back fence and gazed with envy at Duke, his wistful dog."
272,20615,Meredith,Ellis,"Meredith, Ellis",female,The Master-Knot of Human Fate,1901,novel,PG20615_raw.txt,Along one of the most precipitous of the many Rocky Mountain trails a man and a woman climbed slowly one spring morning.
273,4965,Scott,Walter,"Scott, Walter",male,Waverley,1814,historical novel,PG4965_raw.txt,"It was therefore about four o'clock of a delightful autumn afternoon that Mr. Gilfillan commenced his march, in hopes, although Stirling was eighteen miles distant, he might be able, by becoming a borrower of the night for an hour or two, to reach it that evening."
274,40487,Hay,Ian,"Hay, Ian",male,Happy-go-lucky,1913,novel,PG40487_raw.txt,"They--that is, the London-and-the-south-thereof contingent of the Hivite House at Grandwich--always celebrated the first morning of the holidays preliminary to catching the nine-fifty-two."
275,1906,Butler,Samuel,"Butler, Samuel",male,Erewhon,1872,satire,PG1906_raw.txt,"August 7, 1901 If the reader will excuse me, I will say nothing of my antecedents, nor of the circumstances which led me to leave my native country; the narrative would be tedious to him and painful to myself."
276,33043,Riley,W. (William),"Riley, W. (William)",male,Windyridge,1912,novel,PG33043_raw.txt,I am beginning to-day a new volume in the book of my life.
277,40945,Carling,John R.,"Carling, John R.",male,The Shadow of the Czar,1902,adventure novel,PG40945_raw.txt,"Paul Cressingham, captain in Her Britannic Majesty's army, had seen some active service, and was therefore not unused to sleeping on the ground at night wrapt in his military cloak."
278,45782,Nicholson,Meredith,"Nicholson, Meredith",male,The Little Brown Jug at Kildare,1908,satire,PG45782_raw.txt,"If anything really interesting should happen to me I think I should drop dead, declared Ardmore as he stood talking to Griswold in the railway station at Atlanta."
279,25500,James,Henry,"James, Henry",male,"A London Life, and Other Tales",1889,novel,PG25500_raw.txt,"It was raining, apparently, but she didn't mind--she would put on stout shoes and walk over to Plash."
280,33325,James,Henry,"James, Henry",male,The Spoils of Poynton,1896,novel,PG33325_raw.txt,"Mrs. Gereth had said she would go with the rest to church, but suddenly it seemed to her that she should not be able to wait even till church-time for relief: breakfast, at Waterbath, was a punctual meal, and she had still nearly an hour on her hands."
281,2083,Verne,Jules,"Verne, Jules",male,In Search of the Castaways,1868,novel,PG2083_raw.txt,"ON the 26th of July, 1864, a magnificent yacht was steaming along the North Channel at full speed, with a strong breeze blowing from the N. E. The Union Jack was flying at the mizzen-mast, and a blue standard bearing the initials E. G., embroidered in gold, and surmounted by a ducal coronet, floated from the topgallant head of the main-mast."
282,30137,Libbey,Laura Jean,"Libbey, Laura Jean",female,Daisy Brooks,1883,adventure novel,PG30137_raw.txt,"A warm day in the southern part of West Virginia was fast drawing to a close; the heat during the day had been almost intolerable under the rays of the piercing sun, and the night was coming on in sullen sultriness."
283,969,Brontë,Anne,"Brontë, Anne",female,The Tenant of Wildfell Hall,1848,novel,PG969_raw.txt,You must go back with me to the autumn of 1827.
284,18834,Cholmondeley,Mary,"Cholmondeley, Mary",female,Prisoners,1905,novel,PG18834_raw.txt,"Fay stood on her balcony, and looked over the ilexes of her villa at Frascati; out across the grey-green of the Campagna to the little compressed city which goes by the great name of Rome."
285,32102,Strang,Herbert,"Strang, Herbert",male,Barclay of the Guides,1908,novel,PG32102_raw.txt,"The great Mutiny embraced so wide an area, in which momentous events happened almost simultaneously in places far apart, that it seemed advisable to confine the historical background of this story to the siege of Delhi, the city which was the heart of the rebellion."
286,40937,Ross,Albert,"Ross, Albert",male,A New Sensation,1898,novel,PG40937_raw.txt,ALBERT ROSS is a brilliant and wonderfully successful writer whose books have sold far into the millions.
287,38186,Snaith,J. C. (John Collis),"Snaith, J. C. (John Collis)",male,The Sailor,1916,novel,PG38186_raw.txt,A large woman in a torn dress stood at the gate of a rag and bone dealer's yard.
288,46958,Miller,"Alex. McVeigh, Mrs.","Miller, Alex. McVeigh, Mrs.",unknown,Little Nobody,1886,novel,PG46958_raw.txt,"He was a Northern journalist, and it was in the interest of his paper that he found himself, one bright March morning, in New Orleans, almost dazed by the rapidity with which he had been whirled from the ice and snow of the frozen North to the sunshine and flowers of the sunny South."
289,35338,Wells,H. G. (Herbert George),"Wells, H. G. (Herbert George)",male,Marriage,1912,novel,PG35338_raw.txt,An extremely pretty girl occupied a second-class compartment in one of those trains which percolate through the rural tranquillities of middle England from Ganford in Oxfordshire to Rumbold Junction in Kent.
290,30466,Hergesheimer,Joseph,"Hergesheimer, Joseph",male,Wild Oranges,1918,novel,PG30466_raw.txt,The ketch drifted into the serene inclosure of the bay as silently as the reflections moving over the mirrorlike surface of the water.
291,25971,Sinclair,May,"Sinclair, May",female,The Creators,1909,novel,PG25971_raw.txt,"Three times during dinner he had asked himself what, after all, was he there for?"
292,57763,Eaton,Winnifred,"Eaton, Winnifred",female,Daughters of Nijo,1904,novel,PG57763_raw.txt,IN the early part of the year of the Restoration there lived within the Province of Echizen a young farmer named Yamada Kwacho.
293,29880,Chambers,Robert W. (Robert William),"Chambers, Robert W. (Robert William)",male,The Crimson Tide,1919,novel,PG29880_raw.txt,"An American ambulance going south stopped on the snowy road; the driver, an American named Estridge, got out; his companion, a young woman in furs, remained in her seat."
294,18987,Warner,Anne,"Warner, Anne",female,Susan Clegg and Her Neighbors' Affairs,1904,satire,PG18987_raw.txt,Miss Clegg was getting her own favorite tea.
295,153,Hardy,Thomas,"Hardy, Thomas",male,Jude the Obscure,1895,novel,PG153_raw.txt,"The schoolmaster was leaving the village, and everybody seemed sorry."
296,41348,Bailey,Carolyn Sherwin,"Bailey, Carolyn Sherwin",female,Boys and Girls of Colonial Days,1917,young adult,PG41348_raw.txt,"Peering over the edge of the boat rail, Love strained her weary, blue eyes for a glimpse of land."
