,id,author_last,author_first,author,gender,title,year,genre,filename,sentence
0,39782,Guiney,Louise Imogen,"Guiney, Louise Imogen",female,Brownies and Bogles,1888,speculative fiction,PG39782_raw.txt,"A FAIRY is a humorous person sadly out of fashion at present, who has had, nevertheless, in the actors' phrase, a long and prosperous run on this planet."
1,51198,Knowles,Robert E. (Robert Edward),"Knowles, Robert E. (Robert Edward)",male,The Web of Time,1908,novel,PG51198_raw.txt,"""No, father’s not home yet—go to sleep, dear,"" and the mother-hand tucked the clothes securely about the two snuggling forms; ""don’t ask any more, Harvey, or you’ll waken Jessie—and go to sleep."""
2,963,Dickens,Charles,"Dickens, Charles",male,Little Dorrit,1857,novel,PG963_raw.txt,"Thirty years ago, Marseilles lay burning in the sun, one day."
3,30600,Mitchell,John Ames,"Mitchell, John Ames",male,The Pines of Lory,1901,novel,PG30600_raw.txt,The _Maid of the North_ was ready for sea.
4,27447,Hergesheimer,Joseph,"Hergesheimer, Joseph",male,Mountain Blood,1915,novel,PG27447_raw.txt,"The fiery disk of the sun was just lifting above the shoulder of hills that held the city of Stenton when the Greenstream stage rolled briskly from its depot, a dingy frame tavern, and commenced the long journey to its high destination."
5,29851,Post,Melville Davisson,"Post, Melville Davisson",male,Dwellers in the Hills,1901,novel,PG29851_raw.txt,"I sat on the ground with my youthful legs tucked under me, and the bridle rein of El Mahdi over my arm, while I hammered a copper rivet into my broken stirrup strap."
6,1874,Nesbit,E. (Edith),"Nesbit, E. (Edith)",female,The Railway Children,1906,novel,PG1874_raw.txt,They were not railway children to begin with.
7,22827,Myers,Anna Balmer,"Myers, Anna Balmer",female,Patchwork,1920,novel,PG22827_raw.txt,THE gorgeous sunshine of a perfect June morning invited to the great outdoors.
8,18310,Bandelier,Adolph Francis Alphonse,"Bandelier, Adolph Francis Alphonse",male,The Delight Makers,1890,historical novel,PG18310_raw.txt,"The mountain ranges skirting the Rio Grande del Norte on the west, nearly opposite the town of Santa Fe, in the Territory of New Mexico, are to-day but little known."
9,34857,Post,Waldron Kintzing,"Post, Waldron Kintzing",unknown,Harvard Stories,1893,novel,PG34857_raw.txt,"The shadow of Massachusetts had reached across the Yard almost to University Hall, which fact, ye who are ignorant of Harvard topography, means that it was late in the afternoon."
10,1154,Lofting,Hugh,"Lofting, Hugh",male,The Voyages of Doctor Dolittle,1922,speculative fiction,PG1154_raw.txt,ALL that I have written so far about Doctor Dolittle I heard long after it happened from those who had known him—indeed a great deal of it took place before I was born.
11,43063,Onions,Oliver,"Onions, Oliver",male,A Case in Camera,1920,novel,PG43063_raw.txt,"The tale I am setting out to tell has to do with the killing, on a May morning of the year 1919, of one young man by another who claimed, and still claims, to have been his friend."
12,5897,Trollope,Anthony,"Trollope, Anthony",male,Castle Richmond,1860,historical novel,PG5897_raw.txt,"I wonder whether the novel-reading world--that part of it, at least, which may honour my pages--will be offended if I lay the plot of this story in Ireland!"
13,29452,James,Henry,"James, Henry",male,"The Wings of the Dove, Volume 1 of 2",1902,novel,PG29452_raw.txt,"She waited, Kate Croy, for her father to come in, but he kept her unconscionably, and there were moments at which she showed herself, in the glass over the mantel, a face positively pale with the irritation that had brought her to the point of going away without sight of him"
14,5066,Phelps,"Elizabeth Stuart, Andrews, Mary Raymond Shipman, Jordan, Elizabeth Garver, Howells, William Dean, Van Dyke, Henry, Bangs, John Kendrick, James, Henry, Cutting, Mary Stewart, Brown, Alice, Vorse, Mary Heaton, Wyatt, Edith, Freeman, Mary Eleanor Wilkins","Phelps, Elizabeth Stuart, Andrews, Mary Raymond Shipman, Jordan, Elizabeth Garver, Howells, William Dean, Van Dyke, Henry, Bangs, John Kendrick, James, Henry, Cutting, Mary Stewart, Brown, Alice, Vorse, Mary Heaton, Wyatt, Edith, Freeman, Mary Eleanor Wilkins",both,The Whole Family,1908,novel,PG5066_raw.txt,"As soon as we heard the pleasant news--I suppose the news of an engagement ought always to be called pleasant--it was decided that I ought to speak first about it, and speak to the father."
15,26905,Parker,Gilbert,"Parker, Gilbert",male,Northern Lights,1909,novel,PG26905_raw.txt,"Hai-yai, so bright a day, so clear! said Mitiahwe as she entered the big lodge and laid upon a wide, low couch, covered with soft skins, the fur of a grizzly which had fallen to her man's rifle."
16,24784,Turnbull,"Lawrence, Mrs.","Turnbull, Lawrence, Mrs.",male,The Royal Pawn of Venice,1911,historical novel,PG24784_raw.txt,"Among the day-dreams of the Rulers of Venice the island of Cyprus had long loomed large and fair--Cyprus, the happy isle of romance, _l'isola fortunata_, sea-girdled, clothed with dense forests of precious woods, veined with inexhaustible mines of rich metals; a very garden of luscious fruits, garlanded with ever-blooming flowers--a land flowing with milk and honey and steeped in the fragrance of wines that a god might covet."
17,28675,Wister,Owen,"Wister, Owen",male,Red Men and White,1895,novel,PG28675_raw.txt,Something new was happening among the Crow Indians.
18,159,Wells,H. G. (Herbert George),"Wells, H. G. (Herbert George)",male,The Island of Doctor Moreau,1896,science fiction,PG159_raw.txt,"On February the First 1887, the _Lady Vain_ was lost by collision with a derelict when about the latitude 1° S. and longitude 107° W."
19,54130,Lefevre,Edwin,"Lefevre, Edwin",male,Wall Street stories,1901,novel,PG54130_raw.txt,"It seemed to Fullerton F. Colwell, of the famous Stock-Exchange house of Wilson & Graves, that he had done his full duty by his friend Harry Hunt."
20,34825,Comfort,Will Levington,"Comfort, Will Levington",male,She Buildeth Her House,1911,novel,PG34825_raw.txt,Paula Linster was twenty-seven when two invading giants entered the country of her heart.
21,27682,MacKaye,Harold Steele,"MacKaye, Harold Steele",male,The Panchronicon,1904,science fiction,PG27682_raw.txt,"Rebecca Wise, turned forty and growing slightly gray at the temples, was moving slowly from one of her precious plants to the next, leaning over each to pinch off a dead leaf or count the buds."
22,36189,Walsh,William Shepard,"Walsh, William Shepard",male,In Search of a Son,1889,young adult,PG36189_raw.txt,In the great silence of the fields a far-off clock struck seven.
23,22720,Le Queux,William,"Le Queux, William",male,The Minister of Evil,1917,novel,PG22720_raw.txt,"THE Spanish author Yriarte wrote those very true words:
""_Y ahora digo yo; llene un volumen_      _De disparates un Autor famoso,_      _Y si no alabaren, que me emplumen.
_"""
24,91,Twain,Mark,"Twain, Mark",male,Tom Sawyer Abroad,1894,adventure novel,PG91_raw.txt,Do you reckon Tom Sawyer was satisfied after all them adventures?
25,768,Brontë,Emily,"Brontë, Emily",female,Wuthering Heights,1847,novel,PG768_raw.txt,801—I have just returned from a visit to my landlord—the solitary.
26,40587,Quick,Herbert,"Quick, Herbert",male,Yellowstone Nights,1911,novel,PG40587_raw.txt,"Being over Montana, and the Rockies, the skies were just as described by Truthful James."
27,34628,Barr,Amelia E.,"Barr, Amelia E.",female,"I, Thou, and the Other One",1898,novel,PG34628_raw.txt,"Beyond Thirsk and Northallerton, through the Cleveland Hills to the sea eastward, and by Roseberry Topping, northward, there is a lovely, lonely district, very little known even at the present day."
28,30037,Shedd,George C. (George Clifford),"Shedd, George C. (George Clifford)",male,In the Shadow of the Hills,1919,novel,PG30037_raw.txt,"Eastward out of the Torquilla Range the Burntwood River emerged from a gorge, flowing swift and turbulent during the spring months, shallow and murmurous the rest of the year, to pass through a basin formed by low mountains and break forth at last from a canyon and wind away over the mesa."
29,34297,Harrison,Henry Sydnor,"Harrison, Henry Sydnor",male,Angela's Business,1914,novel,PG34297_raw.txt,"Being an author actually at work, and not an author being photographed at work by a lady admirer, he did not gaze large-eyed at a poppy in a crystal vase, one hand lightly touching his forehead, the other tossing off page after page in high godlike frenzy."
30,47006,Tappan,Eva March,"Tappan, Eva March",female,In the Days of Queen Elizabeth,1902,novel,PG47006_raw.txt,Two ladies of the train of the Princess Elizabeth were talking softly together in an upper room of Hunsdon House.
31,5774,Sinclair,Upton,"Sinclair, Upton",male,They Call Me Carpenter,1922,novel,PG5774_raw.txt,The beginning of this strange adventure was my going to see a motion picture which had been made in Germany.
32,4306,Gissing,George,"Gissing, George",male,Veranilda,1904,historical novel,PG4306_raw.txt,Seven years long had the armies of Justinian warred against the Goths in Italy.
33,18247,Shelley,Mary Wollstonecraft,"Shelley, Mary Wollstonecraft",female,The Last Man,1826,science fiction,PG18247_raw.txt,I visited Naples in the year 1818.
34,7437,Walton,"O. F., Mrs.","Walton, O. F., Mrs.",unknown,A Peep Behind the Scenes,1877,young adult,PG7437_raw.txt,How mercilessly it fell on the Fair-field that Sunday afternoon!
35,46712,Pearson,Edmund Lester,"Pearson, Edmund Lester",male,The Believing Years,1910,novel,PG46712_raw.txt,Each boy in the school-room had fixed his mind on two objects: the calendar and the clock.
36,44172,Fitzhugh,Percy Keese,"Fitzhugh, Percy Keese",male,Roy Blakeley's Motor Caravan,1921,young adult,PG44172_raw.txt,"Gee whiz, whenever I see that fellow Harry Domicile, I know there’s going to be a lot of fun."
37,2369,Cather,Willa,"Cather, Willa",female,One of Ours,1922,novel,PG2369_raw.txt,"Claude Wheeler opened his eyes before the sun was up and vigorously shook his younger brother, who lay in the other half of the same bed."
38,1013,Wells,H. G. (Herbert George),"Wells, H. G. (Herbert George)",male,The First Men in the Moon,1901,science fiction,PG1013_raw.txt,"As I sit down to write here amidst the shadows of vine-leaves under the blue sky of southern Italy, it comes to me with a certain quality of astonishment that my participation in these amazing adventures of Mr. Cavor was, after all, the outcome of the purest accident."
39,30431,Merwin,"Samuel, Webster, Henry Kitchell","Merwin, Samuel, Webster, Henry Kitchell",male,Calumet 'K',1901,novel,PG30431_raw.txt,"The contract for the two million bushel grain elevator, Calumet K, had been let to MacBride & Company, of Minneapolis, in January, but the superstructure was not begun until late in May, and at the end of October it was still far from completion."
40,46096,McKenna,Stephen,"McKenna, Stephen",male,Sonia Married,1919,novel,PG46096_raw.txt,"As a clownish Fellow was driving his cart along a deep miry lane, the wheel stuck so fast in the clay, that his horse could not draw it out."
41,30274,Day,Thomas,"Day, Thomas",male,The History of Sandford and Merton,1783,novel,PG30274_raw.txt,"In the western part of England lived a gentleman of great fortune, whose name was Merton."
42,24359,Belasco,David,"Belasco, David",male,The Return of Peter Grimm,1912,novel,PG24359_raw.txt,The train drew to a halt at the Junction.
43,26993,Munroe,Kirk,"Munroe, Kirk",male,The Copper Princess,1898,adventure novel,PG26993_raw.txt,"""Look out, there!"""
44,20219,Osborne,Duffield,"Osborne, Duffield",male,The Lion's Brood,1901,historical novel,PG20219_raw.txt,"Centuries come and go; but the plot of the drama is unchanged, and the same characters play the same parts."
45,27337,Ingram,Eleanor M. (Eleanor Marie),"Ingram, Eleanor M. (Eleanor Marie)",female,From the Car Behind,1911,novel,PG27337_raw.txt,"Gerard paused on the steps of the cement plateau overlooking the racetrack, his eyebrows lifting in the wave of humor glinting across his face like sunlight over quiet water."
46,40912,Tracy,Louis,"Tracy, Louis",male,The Pillar of Light,1904,novel,PG40912_raw.txt,"All night long the great bell of the lighthouse, slung to a stout beam projecting seaward beneath the outer platform, had tolled its warning through the fog."
47,41581,Sharber,Kate Trimble,"Sharber, Kate Trimble",female,"Amazing Grace, Who Proves That Virtue Has Its Silver Lining",1914,novel,PG41581_raw.txt,"Some people, you will admit, can absorb experience in gentle little homeopathic doses, while others require it to be shot into them by hypodermic injections."
48,22667,Day,Holman,"Day, Holman",male,Joan of Arc of the North Woods,1922,novel,PG22667_raw.txt,The timber situation in the Tomah country was surcharged.
49,17642,Ford,"Ford Madox, Conrad, Joseph","Ford, Ford Madox, Conrad, Joseph",male,Romance,1903,novel,PG17642_raw.txt,To yesterday and to to-day I say my polite “vaya usted con Dios.”
50,30453,Crump,Irving,"Crump, Irving",male,The Boy Scout Fire Fighters,1917,young adult,PG30453_raw.txt,"By Jiminy, that was some fire for an old hay barn, wasn't it, fellows? exclaimed Jiminy Gordon, as he entered the meeting room at headquarters."
51,51537,Jewett,Sarah Orne,"Jewett, Sarah Orne",female,The Tory Lover,1901,novel,PG51537_raw.txt,"The last day of October in 1777, Colonel Jonathan Hamilton came out of his high house on the river bank with a handsome, impatient company of guests, all Berwick gentlemen."
52,12954,Marryat,Frederick,"Marryat, Frederick",male,The Phantom Ship,1837,horror,PG12954_raw.txt,"About the middle of the seventeenth century, in the outskirts of the small but fortified town of Terneuse, situated on the right bank of the Scheldt, and nearly opposite to the island of Walcheren, there was to be seen, in advance of a few other even more humble tenements, a small but neat cottage, built according to the prevailing taste of the time."
53,8295,Howells,William Dean,"Howells, William Dean",male,Through the Eye of the Needle,1907,novel,PG8295_raw.txt,"If I spoke with Altrurian breadth of the way New-Yorkers live, my dear Cyril, I should begin by saying that the New-Yorkers did not live at all."
54,35823,Bindloss,Harold,"Bindloss, Harold",male,The Secret of the Reef,1914,novel,PG35823_raw.txt,"The big liner’s smoke streamed straight astern, staining the soft blue of the sky, as, throbbing gently to her engines’ stroke, she clove her way through the smooth heave of the North Pacific."
55,38551,Gilman,Charlotte Perkins,"Gilman, Charlotte Perkins",female,The Crux,1911,novel,PG38551_raw.txt,"The ""Foote Girls"" were bustling along Margate Street with an air of united purpose that was unusual with them."
56,28115,Altsheler,Joseph A. (Joseph Alexander),"Altsheler, Joseph A. (Joseph Alexander)",male,The Great Sioux Trail,1918,novel,PG28115_raw.txt,"The scene cast a singular spell, uncanny and exciting, over young Clarke."
57,29304,Fletcher,J. S. (Joseph Smith),"Fletcher, J. S. (Joseph Smith)",male,In the Days of  Drake,1897,novel,PG29304_raw.txt,"Now that I am an old man, and have some leisure, which formerly I did not enjoy, I am often minded to write down my memories of that surprising and remarkable adventure of mine, which began in the year 1578, and came to an end, by God's mercy, two years later."
58,32843,Raymond,Evelyn,"Raymond, Evelyn",female,The Sun Maid,1900,novel,PG32843_raw.txt,"With gloom in his heart, Black Partridge strode homeward along the beach path."
59,37820,Morrison,Arthur,"Morrison, Arthur",male,Chronicles of Martin Hewitt,1895,crime novel,PG37820_raw.txt,"I had been working double tides for a month: at night on my morning paper, as usual; and in the morning on an evening paper as _locum tenens_ for another man who was taking a holiday."
60,45622,Wells,Carolyn,"Wells, Carolyn",female,The Curved Blades,1916,crime novel,PG45622_raw.txt,"In summer it was an enchanting spot, and the dazzling white marble steps which led to the sunken gardens justified their right to give the place its name."
61,29439,Cable,George Washington,"Cable, George Washington",male,Dr. Sevier,1883,novel,PG29439_raw.txt,He flushed angrily with the sort of indignation that school-boys show to a harsh master.
62,37948,Boothby,Guy,"Boothby, Guy",male,The Beautiful White Devil,1896,adventure novel,PG37948_raw.txt,"The night was sweltering hot, even for Hong Kong."
63,28123,Townley,Houghton,"Townley, Houghton",unknown,The Scarlet Feather,1909,novel,PG28123_raw.txt,"The residence of the Reverend John Swinton was on Riverside Drive, although the parish of which he was the rector lay miles away, down in the heart of the East Side."
64,4517,Wharton,Edith,"Wharton, Edith",female,Ethan Frome,1911,novel,PG4517_raw.txt,"I had the story, bit by bit, from various people, and, as generally happens in such cases, each time it was a different story."
65,20901,Burnham,Clara Louise,"Burnham, Clara Louise",female,In Apple-Blossom Time,1919,novel,PG20901_raw.txt,Miss Mehitable Upton had come to the city to buy a stock of goods for the summer trade.
66,32581,Kelly,Myra,"Kelly, Myra",female,Little Aliens,1910,novel,PG32581_raw.txt,An ideal is like a golden pheasant.
67,4709,McCutcheon,George Barr,"McCutcheon, George Barr",male,Brewster's Millions,1902,satire,PG4709_raw.txt,The Little Sons of the Rich were gathered about the long table in Pettingill's studio.
68,20911,Dillon,Mary (Mary C. Johnson),"Dillon, Mary (Mary C. Johnson)",female,The Rose of Old St. Louis,1904,historical novel,PG20911_raw.txt,"""The best-laid schemes o' mice an' men Gang aft a-gley."""
69,40372,Martyn,Wyndham,"Martyn, Wyndham",male,The Secret of the Silver Car,1920,crime novel,PG40372_raw.txt,"""Stop him,"" the second officer yelled, ""he's going to jump overboard!"""
70,36961,Van Vorst,Marie,"Van Vorst, Marie",female,The Girl From His Town,1910,novel,PG36961_raw.txt,"The fact that much he said, because of his unconscionable slang, was incomprehensible did not take from the charm of his conversation as far as the Duchess of Breakwater was concerned."
71,17088,Shedd,George C. (George Clifford),"Shedd, George C. (George Clifford)",male,The Iron Furrow,1919,novel,PG17088_raw.txt,The Ventisquero Range stretches across the circumference of one's vision in a procession of mountains that come tall and blue out of the distant north and seemingly march past to vanish in the remote south like azure phantoms.
72,22924,Douglas,"Alan, Captain","Douglas, Alan, Captain",male,Pathfinder,1913,young adult,PG22924_raw.txt,For quite some time the boys scurried along.
73,98,Dickens,Charles,"Dickens, Charles",male,A Tale of Two Cities,1859,historical novel,PG98_raw.txt,"It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair, we had everything before us, we had nothing before us, we were all going direct to Heaven, we were all going direct the other way--in short, the period was so far like the present period, that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only."
74,21008,Rolt-Wheeler,Francis,"Rolt-Wheeler, Francis",unknown,The Boy With the U. S. Fisheries,1912,adventure novel,PG21008_raw.txt,There she blows!
75,48270,Goldfrap,John Henry,"Goldfrap, John Henry",male,The Motor Rangers' Cloud Cruiser,1912,young adult,PG48270_raw.txt,"“What do you make of the weather, Nat?”"
76,24103,Trollope,Anthony,"Trollope, Anthony",male,Cousin Henry,1879,novel,PG24103_raw.txt,"""I have a conscience, my dear, on this matter,"" said an old gentleman to a young lady, as the two were sitting in the breakfast parlour of a country house which looked down from the cliffs over the sea on the coast of Carmarthenshire."
77,35608,Dawson,W. J. (William James),"Dawson, W. J. (William James)",male,Masterman and Son,1909,novel,PG35608_raw.txt,"Archibold Masterman, tall, heavily-built, muscular, and on the wrong side of fifty, was universally esteemed an excellent specimen of that dubious product of modern commerce, the self-made man."
78,34208,Lundsford,Hugh,"Lundsford, Hugh",male,The Law of Hemlock Mountain,1920,novel,PG34208_raw.txt,"The officer whose collar ornaments were the winged staff and serpents of the medical branch, held what was left of the deck in his right hand and moistened the tip of his thumb against the tip of his ""Reenforcements, major?"" he inquired with a glance to the man at his left, and the poker face of the gentleman so addressed remained ""No, I'll stand by what I've got here."""
79,12346,Crawford,F. Marion (Francis Marion),"Crawford, F. Marion (Francis Marion)",male,A Roman Singer,1884,novel,PG12346_raw.txt,"I, Cornelio Grandi, who tell you these things, have a story of my own, of which some of you are not ignorant."
80,6491,Burnett,Frances Hodgson,"Burnett, Frances Hodgson",female,The Head of the House of Coombe,1922,novel,PG6491_raw.txt,The history of the circumstances about to be related began many years ago—or so it seems in these days.
81,37451,Fisher,Dorothy Canfield,"Fisher, Dorothy Canfield",female,Rough-Hewn,1922,novel,PG37451_raw.txt,"In the spring of 1893 Strindberg had just published ""A Fool's Confession,""
D'Annunzio was employing all the multicolored glory of his style to prove ""The Triumph of Death"";
Hardy was somberly mixing on his palette the twilight grays and blacks and mourning purples of ""Jude the Obscure""; Nordau, gnashing his teeth, was bellowing ""Decadent"" at his contemporaries who smirked a complacent acceptance of the epithet ... and, all unconscious of the futility and sordidness of the world, Neale Crittenden swaggered along Central Avenue, brandishing his shinny stick."
82,17053,Stockton,Frank Richard,"Stockton, Frank Richard",male,Kate Bonnet,1901,novel,PG17053_raw.txt,"The seventeenth century was not seventeen years old, but the girl who walked slowly down to the river bank was three years its senior."
83,40484,McCulley,Johnston,"McCulley, Johnston",male,Black Star's Campaign,1919,crime novel,PG40484_raw.txt,Sheriff Kowen looked up from his desk in amazement as the stenographer ushered in the woman.
84,25158,Looms,George,"Looms, George",male,Stubble,1922,novel,PG25158_raw.txt,"The front gate screaked, a slow, timid, almost furtive sort of screak, and then banged suddenly shut as though it despaired of further concealment."
85,35359,Trotter,Melvin E. (Melvin Earnest),"Trotter, Melvin E. (Melvin Earnest)",male,Jimmie Moore of Bucktown,1904,novel,PG35359_raw.txt,Please kin yer tell me where is der boss of dis Mishun?
86,52804,Opp,"Julie, Royle, Edwin Milton","Opp, Julie, Royle, Edwin Milton",both,The Squaw Man,1906,novel,PG52804_raw.txt,He stood in the centre of the fragrant garden and watched the glory of color suffusing the Surrey hills towards the west.
87,41127,Alcott,Louisa May,"Alcott, Louisa May",female,Rose in Bloom,1876,young adult,PG41127_raw.txt,"Three young men stood together on a wharf one bright October day, awaiting the arrival of an ocean steamer with an impatience which found a vent in lively skirmishes with a small lad, who pervaded the premises like a will-o'-the-wisp, and afforded much amusement to the other groups assembled there."
88,25910,Bindloss,Harold,"Bindloss, Harold",male,The Long Portage,1912,novel,PG25910_raw.txt,Vernon Lisle was fishing with a determination that did not spring altogether from love of the sport.
89,3178,Warner,"Charles Dudley, Twain, Mark","Warner, Charles Dudley, Twain, Mark",male,The Gilded Age,1873,satire,PG3178_raw.txt,"Squire Hawkins sat upon the pyramid of large blocks, called the “stile,” in front of his house, contemplating the morning."
90,1718,Chesterton,G. K. (Gilbert Keith),"Chesterton, G. K. (Gilbert Keith)",male,Manalive,1912,satire,PG1718_raw.txt,"A wind sprang high in the west, like a wave of unreasonable happiness, and tore eastward across England, trailing with it the frosty scent of forests and the cold intoxication of the sea."
91,27925,Smith,John Talbot,"Smith, John Talbot",male,The Art of Disappearing,1902,novel,PG27925_raw.txt,Horace Endicott once believed that life began for him the day he married Sonia Westfield.
92,12900,Balzac,Honoré de,"Balzac, Honoré de",male,Poor Relations,1919,novel,PG12900_raw.txt,"One day, about the middle of July 1838, one of the carriages, then lately introduced to Paris cabstands, and known as _Milords_, was driving down the Rue de l'Universite, conveying a stout man of middle height in the uniform of a captain of the National Guard."
93,33970,Murfree,Mary Noailles,"Murfree, Mary Noailles",female,"The Raid of The Guerilla, and Other Stories",1911,novel,PG33970_raw.txt,Judgment day was coming to Tanglefoot Cove--somewhat in advance of the expectation of the rest of the world.
94,7401,Hudson,W. H. (William Henry),"Hudson, W. H. (William Henry)",male,A Crystal Age,1887,novel,PG7401_raw.txt,"I do not quite know how it happened, my recollection of the whole matter ebbing in a somewhat clouded condition."
95,45536,Pansy,,Pansy,female,Little Fishers,1887,young adult,PG45536_raw.txt,"JOE DECKER gave his chair a noisy shove backward from the table, over the uneven floor, shambled across the space between it and the kitchen door, a look of intense disgust on his face, then stopped for his good-morning speech: ""You may as well know, first as last, that I've sent for Nan."
96,45728,Whitlock,Brand,"Whitlock, Brand",male,The Happy Average,1904,novel,PG45728_raw.txt,Lawrence led the way with a jaunty step that was intended to show his easy footing with the Carters.
97,271,Sewell,Anna,"Sewell, Anna",male,Black Beauty,1877,historical novel,PG271_raw.txt,The first place that I can well remember was a large pleasant meadow with a pond of clear water in it. 
98,46217,Arlen,Michael,"Arlen, Michael",male,The Romantic Lady,1921,novel,PG46217_raw.txt,"NOËL ANSON and I had been great friends in our first youthful days, but our lives and ambitions had led us so contrarily that we had not seen each other for more than six years when, on the night two weeks ago, we happened to meet at the Club."
99,38489,Hecht,Ben,"Hecht, Ben",male,Gargoyles,1922,novel,PG38489_raw.txt,It was growing warm.
100,24769,Hume,Fergus,"Hume, Fergus",male,The Opal Serpent,1905,crime novel,PG24769_raw.txt,He dwelt at Wargrove in Essex and spent his idle hours--of which he possessed a daily and nightly twenty-four--in snarling at his faded wife and in snapping between whiles at his son.
101,20445,Chamberlain,"Lucia, Chamberlain, Esther","Chamberlain, Lucia, Chamberlain, Esther",female,The Coast of Chance,1908,novel,PG20445_raw.txt,Flora Gilsey stood on the threshold of her dining-room.
102,38833,Paine,Albert Bigelow,"Paine, Albert Bigelow",male,The Lucky Piece,1906,novel,PG38833_raw.txt,"Frank rose and, plunging his hands into his pockets, lounged over to the wide window and gazed out on the wild March storm which was drenching and dismaying Fifth Avenue."
103,17733,Crockett,S. R. (Samuel Rutherford),"Crockett, S. R. (Samuel Rutherford)",male,The Black Douglas,1899,novel,PG17733_raw.txt,"Merry fell the eve of Whitsunday of the year 1439, in the fairest and heartsomest spot in all the Scottish southland."
104,37249,Lynde,Francis,"Lynde, Francis",male,The City of Numbered Days,1914,novel,PG37249_raw.txt,"The Heptaderm It was not characteristic of Brouillard--the Brouillard Grislow knew best--that he should suffer the purely technical talk of dams and reservoirs, bed-rock anchorages, and the latest word in concrete structural processes to languish and should drift into personal reminiscences over their first evening camp-fire in the Niquoia."
105,23531,Wells,Carolyn,"Wells, Carolyn",female,Marjorie's Busy Days,1906,young adult,PG23531_raw.txt,"""What do you say, King, railroad smash-up or shipwreck?"""
106,209,James,Henry,"James, Henry",male,The Turn of the Screw,1898,novel,PG209_raw.txt,"The story had held us, round the fire, sufficiently breathless, but except the obvious remark that it was gruesome, as, on Christmas Eve in an old house, a strange tale should essentially be, I remember no comment uttered till somebody happened to say that it was the only case he had met in which such a visitation had fallen on a child."
107,31860,Ironside,John,"Ironside, John",male,The Red Symbol,1909,adventure novel,PG31860_raw.txt,I've been ringing you up at intervals for hours.
108,1423,Dickens,"Charles, Collins, Wilkie","Dickens, Charles, Collins, Wilkie",male,No Thoroughfare,1867,novel,PG1423_raw.txt,"Day of the month and year, November the thirtieth, one thousand eight hundred and thirty-five."
109,2885,Morris,William,"Morris, William",male,The House of the Wolfings,1889,speculative fiction,PG2885_raw.txt,The tale tells that in times long past there was a dwelling of men beside a great wood.
110,1441,Schreiner,Olive,"Schreiner, Olive",female,The Story of an African Farm,1883,historical novel,PG1441_raw.txt,"The full African moon poured down its light from the blue sky into the wide, lonely plain."
111,42427,Rives,Hallie Erminie,"Rives, Hallie Erminie",female,The Kingdom of Slender Swords,1910,novel,PG42427_raw.txt,"Barbara leaned against the palpitant rail, the light air fanning her breeze-cool cheek, her arteries beating like tiny drums, atune with the throb, throb, throb, of the steel deck as the black ocean leviathan swept on toward its harbor resting-place."
112,54212,Alcott,Louisa May,"Alcott, Louisa May",female,"A Modern Mephistopheles, and A Whisper in the Dark",1877,novel,PG54212_raw.txt,"Without, a midwinter twilight, where wandering snowflakes eddied in the bitter wind between a leaden sky and frost-bound earth."
113,38990,Weyman,Stanley John,"Weyman, Stanley John",male,Ovington's Bank,1922,novel,PG38990_raw.txt,"The clock of St. Juliana’s was on the point of striking three, and the streets below it were thronged."
114,47211,Gallon,Tom,"Gallon, Tom",male,The Idol of the Blind,1899,novel,PG47211_raw.txt,My dear had looked her last upon a troublesome world.
115,18563,Sinclair,Bertrand W.,"Sinclair, Bertrand W.",male,Raw Gold,1907,novel,PG18563_raw.txt,"How many of us, I wonder, can look back over the misty, half-forgotten years and not see a few that stand out clear and golden, sharp-cut against the sky-line of memory?"
116,17690,Lynde,Francis,"Lynde, Francis",male,The Master of Appleby,1902,historical novel,PG17690_raw.txt,"The summer day was all but spent when Richard Jennifer, riding express, brought me Captain Falconnet's challenge."
117,34919,Williamson,"A. M. (Alice Muriel), Williamson, C. N. (Charles Norris)","Williamson, A. M. (Alice Muriel), Williamson, C. N. (Charles Norris)",both,Vision House,1921,novel,PG34919_raw.txt,"It was the third day out from Liverpool on the way to New York, and people were just beginning to take an interest in each other's names and looks."
118,31122,Murfree,Mary Noailles,"Murfree, Mary Noailles",female,"The Mystery of Witch-Face Mountain, and Other Stories",1895,novel,PG31122_raw.txt,"The beetling crags that hang here and there above the gorge hold in their rugged rock sculpture no facial similitudes, no suggestions."
119,1842,Verne,Jules,"Verne, Jules",male,Michael Strogoff,1877,historical novel,PG1842_raw.txt,"“Telegraph hourly to Tomsk, General, and keep me informed of all that “Sire, it shall be done,” answered General Kissoff."
120,17741,Le Gallienne,Richard,"Le Gallienne, Richard",male,Pieces of Eight,1918,novel,PG17741_raw.txt,"Some few years ago--to be precise, it was during the summer of 1903--I was paying what must have seemed like an interminable visit to my old friend John Saunders, who at that time filled with becoming dignity the high-sounding office of Secretary to the Treasury of His Majesty's Government, in the quaint little town of Nassau, in the island of New Providence, one of those Bahama Islands that lie half lost to the world to the southeast of the Caribbean Sea and form a somewhat neglected portion of the British West Indies."
