,author_last,author_first,title,year,genre_3,filename,beginnings
80,Hoffmann, E.T.A.,Prinzessin Brambilla,1820,"Märchen, Sagen, Legenden",E._T._A._Hoffmann_-_Prinzessin_Brambilla.txt,"Die Dämmerung brach ein, es läutete in den Klöstern zum Ave: da warf das holde hübsche Kind, Giacinta Soardi geheißen, das reiche Frauenkleid von rotem schweren Atlas, an dessen Besatz sie emsig gearbeitet, beiseite und schaute aus dem hohen Fenster unmutig hinab, in die enge, öde, menschenleere Gasse."
81,Sylva, Carmen,Briefe einer einsamen Königin,1916,"Romane, Novellen und Erzählungen",Carmen_Sylva_-_Briefe_einer_einsamen_Königin.txt,"Mit diesem Telegramm wurde mir am 2. März 1916 der Tod der Königin Elisabeth von Rumänien durch ihre Freundin mitgeteilt, und wirklich, ich wüßte mir für ihr Ableben keinen schöneren, bezeichnenderen Ausdruck."
82,Schmitthenner, Adolf,Kopf und Herz,1896,"Romane, Novellen und Erzählungen",Adolf_Schmitthenner_-_Kopf_und_Herz.txt,"Beide hatte ich heute gesehen, Luise bei meinem Buchhändler, Isolde auf der Eisbahn."
83,Apel/Laun,,Gespensterbuch. Viertes Bändchen,1811,Phantastische Literatur,August_Apel_-_Gespensterbuch._Viertes_Bändchen.txt,Es schlug Elf. 
84,Lindau, Paul,Mein Freund Hilarius,1910,"Romane, Novellen und Erzählungen",Paul_Lindau_-_Mein_Freund_Hilarius.txt,"Da saß er im Café des Kaiserhofs und folgte mit gespannter Aufmerksamkeit dem Kampfe zweier Schachspieler, ohne der Umgebung irgendwelche Teilnahme zuzuwenden."
85,Reinhard,Luise,Aus dem Strome der Gegenwart,1865,"Romane, Novellen und Erzählungen",Luise_Reinhardt_-_Aus_dem_Strome_der_Gegenwart.txt,"Es ist Frühling, aber noch fliegen die Schneeflocken und der Wind tobt, als wolle er sich den Spaß machen, die Dächer abzudecken."
86,Dominik, Hans,Befehl aus dem Dunkel,1933,Science Fiction,Hans_Dominik_-_Befehl_aus_dem_Dunkel.txt,"Wäre der Blitz in das Gouvernementsgebäude von Irkutsk geschlagen, Verwirrung und Aufregung hätten nicht größer sein können. "
87,Hoefer, Edmund,An der Grenze,1849,"Romane, Novellen und Erzählungen",Edmund_Hoefer_-_An_der_Grenze.txt,"An der Grenze 1849 Bei der Stadt –t, dem letzten bedeutenden und ummauerten Ort gegen das Nachbarland zu, zweigte sich rechts von der breiten Kunststraße ein wenig befahrener und, wie gewöhnlich dort zu Lande, schlecht unterhaltener Weg ab, der sich etwa eine Stunde weit durch gut bebautes Land und ansehnliche Dörfer wand, dann die mäßigen Hügel hinanstieg, welche von Südost gegen Nordwest sich in's Land ziehen, und darauf sich plötzlich und ziemlich steil wieder in eine Ebene hinabstürzte."
88,Meyer, Conrad Ferdinand,Gustav Adolfs Page,1882,"Romane, Novellen und Erzählungen",Conrad_Ferdinand_Meyer_-_Gustav_Adolfs_Page.txt,"In dem Kontor eines unweit St. Sebald gelegenen nürembergischen Patrizierhauses saßen sich Vater und Sohn an einem geräumigen Schreibtische gegenüber, der Abwickelung eines bedeutenden Geschäftes mit gespanntester Aufmerksamkeit obliegend."
89,Titelius, Maria,Der Geigenheiner vom Karwendel. Eine liebe Last,1862,"Romane, Novellen und Erzählungen",M._Titelius_-_Der_Geigenheiner_vom_Karwendel._Eine_liebe_Last.txt,"Das blutige Ringen des Tages war beendet, der Donner der Geschütze verstummt, die Stille der Nacht lag über Weißenburg und den Höhen der umgebenden Berge, welche noch gestern der Schauplatz so großer Heldentaten unserer preußischen und bayrischen Soldaten gewesen waren."
90,Schubin, Ossip,Der Rosenkavalier,1924,"Romane, Novellen und Erzählungen",Ossip_Schubin_-_Der_Rosenkavalier.txt,"Es war in Wien, nach einem Bankett, bei dem der siebzigste Geburtstag eines weithin bekannten Schriftstellers gefeiert worden war."
91,Tieck, Ludwig,Franz Sternbalds Wanderungen,1798,"Romane, Novellen und Erzählungen",Ludwig_Tieck_-_Franz_Sternbalds_Wanderungen.txt," »So sind wir denn endlich aus den Toren der Stadt«, sagte Sebastian, indem er stille stand und sich freier umsah.  "
92,Becker, Herbert,Gripse,1928,"Romane, Novellen und Erzählungen",Herbert_Becker_-_Gripse.txt,Spänesammler Krikoreit war bei der letzten Rationalisierung geflogen.
93,Schücking, Levin,Der Familienschild,1841,"Romane, Novellen und Erzählungen",Levin_Schücking_und_Annette_von_Droste-Hülshoff_-_Der_Familienschild.txt,"Unfern des in unsern Tagen so bekannt gewordenen Forts Ham in der Picardie lag im siebzehnten Jahrhundert eine Burg, oder besser, eine Art ritterlichen Manoirs, das den Namen Moyencourt führte.  "
94,Schefer, Leopold,Der heimliche König der Armenier,1857,"Romane, Novellen und Erzählungen",Leopold_Schefer_-_Der_heimliche_König_der_Armenier.txt,"Aus dem Gesandschaftshotel in Pera ging ich, der Sicherheit wegen als Türke gekleidet, zum Hafen hinab, um mich einzuschiffen, am liebsten sogleich!"
95,Kellermann, Bernhard,Die Heiligen,1922,"Romane, Novellen und Erzählungen",Bernhard_Kellermann_-_Die_Heiligen.txt,Schon vor Tagesgrauen erhob sich der Advokat von seinem Lager.
96,Ertl, Emil,Auf der Wegwacht,1911,"Romane, Novellen und Erzählungen",Emil_Ertl_-_Auf_der_Wegwacht.txt,"Eine schwarzgekleidete Frau, in noch jugendlicher Fülle blühend, saß in dem kleinen Kontor am Schreibtisch, ein schweres kaufmännisches Buch vor sich, und reihte mit ihrer leichten, heiteren Schrift Eintragungen geschäftlichen Inhalts aneinander."
97,Kafka, Franz,Das Urteil: Eine Geschichte,1913,"Romane, Novellen und Erzählungen","Kafka,_Franz_-_Das_Urteil:_Eine_Geschichte-21593.txt",Es war an einem Sonntagvormittag im schönsten Frühjahr. 
98,Raabe, Wilhelm,Gutmanns Reisen,1892,"Romane, Novellen und Erzählungen",Wilhelm_Raabe_-_Gutmanns_Reisen.txt,"Das Haus Gutmann und Frau (die Frau hieß Line wie in Gutmanns Reisen) war in der norddeutschen Kleinstadt so wohl und so übel angesehen, wie man es nur wünschen konnte."
99,Körner, Theodor,Die Reise nach Wörlitz,1810,"Romane, Novellen und Erzählungen",Theodor_Körner_-_Die_Reise_nach_Wörlitz.txt,"Jeder Mensch hat Augenblicke, wo ihm das Leben recht freundlich begegnet, Lichtmomente in dem lieblosen Zwielichte seines Schicksals wo er hinaussehen kann in die frohere Zukunft oder in das ferne Wesen seiner Ideale, die er nimmer erreichen darf."
100,Schefer, Leopold,Der Zwerg,1845,"Romane, Novellen und Erzählungen",Leopold_Schefer_-_Der_Zwerg.txt,Sir Richard war in Bengalen ein Nabob an Reichthum geworden. 
101,Enking, Ottoma,Matthias Tedebus der Wandersmann,1913,"Romane, Novellen und Erzählungen",Ottomar_Enking_-_Matthias_Tedebus_der_Wandersmann.txt,"Der Zug schob sich pfeifend, immer langsamer, auf seinem stark gekrümmten Eisenwege bis an den offenen Bahnhofssteig heran. "
102,Boy-Ed, Ida,Empor!,1892,"Romane, Novellen und Erzählungen",Ida_Boy-Ed_-_Empor!.txt,Es klopfte hart und kurz an die Tür.
103,Zedelius, Marie,Ein unheilvoller Augenblick,1874,"Romane, Novellen und Erzählungen",Marie_Zedelius_-_Ein_unheilvoller_Augenblick.txt," Ich will Deiner Versicherung glauben, Clotilde, daß keine Heimlichkeit vorhergegangen, daß der Antrag auch Dir überraschend gekommen ist; damit aber genug – überlaß jetzt mir das Weitere!« "
104,Ebner-Eschenbach, Marie Freifrau von,Zwei Comtessen,1891,"Romane, Novellen und Erzählungen",Marie_von_Ebner-Eschenbach_-_Zwei_Comtessen.txt,"Die Treibjagden sind vorbei, alle Gäste abgereist. "
105,Spielhagen, Friedrich,Hans und Grete,1867,"Romane, Novellen und Erzählungen",Friedrich_Spielhagen_-_Hans_und_Grete.txt,"Heute ging's im Dorf noch lustiger zu, als die Tage vorher, obgleich das rechte, echte Kirmeßtage gewesen waren. "
106,Goethe, Johann Wolfgang von,Die Wahlverwandtschaften,1809,"Romane, Novellen und Erzählungen",Johann_Wolfgang_von_Goethe_-_Die_Wahlverwandtschaften.txt,"Eduard – so nennen wir einen reichen Baron im besten Mannesalter – Eduard hatte in seiner Baumschule die schönste Stunde eines Aprilnachmittags zugebracht, um frisch erhaltene Pfropfreiser auf junge Stämme zu bringen."
107,Zweig, Friderike Maria Burger Winternitz,Vögelchen,1919,"Romane, Novellen und Erzählungen","Zweig,_Friderike_Maria_Burger_Winternitz_-_Vögelchen-57114.txt","Etwa um das Jahr 1860 fand in Wien, im Hause einer adeligen Dame, eine Ausstellung von Miniaturen statt, in der besonders zwei Sammlungen, die Adalbert Mannsthals, des Besitzers oder Großaktionärs der Mannsthal-Werke, und die des Nervenarztes Dr. Clemens Urbacher, Aufmerksamkeit erregten."
108,Rose, Felicitas,Die jungen Eulenrieds,1936,"Romane, Novellen und Erzählungen",Felicitas_Rose_-_Die_jungen_Eulenrieds.txt,"Die Glocken des kleinen Kirchleins von Ilmenbach, droben im Thüringer Wald, taten ihre letzten Schläge. "
109,Lasker-Schüler, Else,Das Hebräerland,1937,"Romane, Novellen und Erzählungen",Else_Lasker-Schüler_-_Das_Hebräerland.txt,"Ihr aber sollt mir sein ein Reich von Priestern, ein heiliges Volk Aus der Höhe Jerusalems stürzt der Geier und ordnet sein Gefieder, bevor er sich in einer Grube niederläßt."
110,Steub, Ludwig,Die Rose der Sewi,1879,"Romane, Novellen und Erzählungen",Ludwig_Steub_-_Die_Rose_der_Sewi.txt,"Im Unterinntal, welches ein Teil der gefürsteten Grafschaft Tirol ist, lebte vor vielen Jahren ein reicher Wirt, der eine schöne Tochter hatte."
111,Watzlik, Hans,Bayrische Erzählungen,1944,"Romane, Novellen und Erzählungen",Hans_Watzlik_-_Bayrische_Erzählungen.txt,"Der Riese Türsch hauste einsam in einer Mooskluft, und die lag so abgeschieden in der Wildnis, dass dort nicht einmal ein Vogel nisten wollte und Sonne und Mond in der verstrüppten Gegend ihren Schein verloren."
112,Bleibtreu, Karl,Bismarck – Ein Weltroman – Band 2,1915,Historische Romane und Erzählungen,Karl_Bleibtreu_-_Bismarck_–_Ein_Weltroman_–_Band_2.txt,"So verlief die Neuenburger Sache unrühmlich im Sande, ohne ein anderes Ergebnis als neue pathologische Belastung des Königs."
113,Mügge, Theodor,Cosimo,1862,"Romane, Novellen und Erzählungen",Theodor_Mügge_-_Cosimo.txt,"Im Jahre 1779, als Alviso Mocenigo Doge in Venedig war, begab es sich eines Abends, daß zwei junge Edelleute noch in später Stunde unter den Arkaden des Marcusplatzes auf und abgingen. "
114,Hildebrand, Theodor,"Der Vampyr, oder: Die Todtenbraut. Zweiter Theil.Ein Roman nach neugriechischen Volkssagen",1828,Horror,"Hildebrand,_Theodor_-_Der_Vampyr,_oder:_Die_Todtenbraut._Zweiter_Theil.Ein_Roman_nach_neugriechische-51695.txt","Der Knall der beiden Pistolenschüsse hallte durch das ganze Schloß wider, und verbreitete darin sogleich einen unbeschreiblichen Schrecken."
115,Stegemann, Hermann,Die Himmelspacher,1912,"Romane, Novellen und Erzählungen",Hermann_Stegemann_-_Die_Himmelspacher.txt,"Als die Frau ›Zu Allen Winden‹ zu sterben kam, war sie mit dem Herrgott uneins über ihre Todesstunde."
116,Musil,Robert,Die Verwirrungen des Zöglings Törleß,1906,"Romane, Novellen und Erzählungen",Robert_Musil_-_Die_Verwirrungen_des_Zöglings_Törleß.txt,"Sobald wir etwas aussprechen, entwerten wir es seltsam."
117,Sperl, August,Der Bildschnitzer von Würzburg,1925,Romanhafte Biographien,August_Sperl_-_Der_Bildschnitzer_von_Würzburg.txt,"Auf die schneebedeckten Giebel Würzburgs fielen schrägher die roten Strahlen der abendlichen Februarsonne, und in der engen Gasse beim alten Hof zum Wolfmannszichlein war es dämmerig genug."
118,Raabe, Wilhelm,Zum wilden Mann,1873,"Romane, Novellen und Erzählungen",Wilhelm_Raabe_-_Zum_wilden_Mann.txt,"Sie machten weit und breit ihre Bemerkungen über das Wetter, und es war wirklich ein Wetter, über das jedermann seine Bemerkungen laut werden lassen durfte, ohne Schaden an seiner Reputation zu leiden. "
119,Supper, Auguste,Die Mühle im kalten Grund,1912,"Romane, Novellen und Erzählungen",Auguste_Supper_-_Die_Mühle_im_kalten_Grund.txt,"Niemand weiß, warum die Wassergasse ihren Namen trägt."
120,Lersch, Heinrich,Die Pioniere von Eilenburg,1934,"Romane, Novellen und Erzählungen",Heinrich_Lersch_-_Die_Pioniere_von_Eilenburg.txt,"Auf der großen Landstraße, die von Delitzsch nach Torgau führt, marschiert ein Handwerksbursche."
121,May, Karl,In den Cordilleren,1888,"Romane, Novellen und Erzählungen",Karl_May_-_In_den_Cordilleren.txt,"Die Stadt Palmar liegt in der Provinz Corrientes, dem Argentinischen Mesopotamien, und zwar an dem Flusse, welcher denselben Namen wie die Provinz selbst führt."
122,Lindau, Rudolf,Schweigen,1895,"Romane, Novellen und Erzählungen",Rudolf_Lindau_-_Schweigen.txt,"Als ich vor fünf Jahren in leidenschaftlicher Liebe für Susanne entbrannte, da warnte mich meine Mutter: »Du bist vierzig Jahre alt, sie ist achtzehn. – Nimm dich in acht!« "
123,Niese, Charlotte,Der verrückte Flinsheim,1914,"Romane, Novellen und Erzählungen",Charlotte_Niese_-_Der_verrückte_Flinsheim.txt,"Keiner der Herren, die nachmittags in der Weinstube saßen und Punsch tranken, wußte soviel Geschichten wie der alte Geheimrat, und keiner erzählte sie so gut."
124,Döblin, Alfred,Die Lobensteiner reisen nach Böhmen: Zwölf Novellen und Geschichten,1917,"Romane, Novellen und Erzählungen","Döblin,_Alfred_-_Die_Lobensteiner_reisen_nach_Böhmen:_Zwölf_Novellen_und_Geschichten-36779.txt",Vor der Abfahrt des Zuges lächelte Frau Barinianu auf dem Bahnhof Bukarest.
125,Blei, Franz,Frauen und Männer der Renaissance,1927,"Romane, Novellen und Erzählungen",Franz_Blei_-_Frauen_und_Männer_der_Renaissance.txt,Längst schon war der Parnaß nicht mehr das steile Felsgebirg und nur dem geflügelten Rosse zugänglich.
126,Hyan, Hans,Strafsache van Geldern,1930,"Krimis, Thriller, Spionage",Hans_Hyan_-_Strafsache_van_Geldern.txt,"Am blauen, durchsichtigen Himmel zogen weiße Wölkchen friedlich von Osten nach Westen."
127,Fallada, Hans,Der eiserne Gustav,1938,"Romane, Novellen und Erzählungen",Hans_Fallada_-_Der_eiserne_Gustav.txt,"Vielleicht war es das Pferd im Stall gewesen, die Schimmelstute, das Lieblingstier des alten Hackendahl: Es ließ pausenlos die Halfterkette durch den Krippenring rasseln und schlug, sein Futter fordernd, unablässig mit dem Huf gegen das Stallpflaster. "
128,Stilling, Heinrich,Eine wahre englische Katze,1942,"Romane, Novellen und Erzählungen",Heinrich_Stilling_-_Eine_wahre_englische_Katze.txt,"Die in dieser Geschichte vorkommenden Menschen und Tiere haben niemals gelebt, ihre Namen sind frei erfunden."
129,Kuhn, Gottlieb Jakob,Die Papierstreifen,1860,"Romane, Novellen und Erzählungen",Gottlieb_Jakob_Kuhn_-_Die_Papierstreifen.txt,"»Wo ist mein neues Maß hingekommen? Da, auf den Tisch hatt' ich's hingelegt!"
130,Tieck, Ludwig,Wunderlichkeiten,1837,"Romane, Novellen und Erzählungen",Ludwig_Tieck_-_Wunderlichkeiten.txt,"Und wenn sie uns nicht das Wenige bezahlt, was sie uns schuldig ist? fragte das junge blonde Mädchen mit höchst bekümmertem Ton. "
131,Reiser, Hans,Der geliebte Strolch,1928,"Romane, Novellen und Erzählungen",Hans_Reiser_-_Der_geliebte_Strolch.txt,Im Dezember bin ich von Berlin zurückgekommen. 
132,Heyse, Paul,Novellen [1],1855,"Romane, Novellen und Erzählungen",Paul_Heyse_-_Novellen_[1].txt,"Am offnen Fenster, das auf den kleinen Blumengarten hinausging, stand die blinde Tochter des Dorfküsters und erquickte sich am Winde, der über ihr heißes Gesicht flog."
133,Boy-Ed, Ida,Vor der Ehe,1915,"Romane, Novellen und Erzählungen",Ida_Boy-Ed_-_Vor_der_Ehe.txt,Die Tagesarbeit war abgeschlossen.
134,Eschstruth, Nataly von,Der verlorene Sohn,1902,"Romane, Novellen und Erzählungen",Nataly_von_Eschstruth_-_Der_verlorene_Sohn.txt,Man nannte sie einen wunderlichen Charakter.  
135,Parabellum,,Bansai!,1908,"Romane, Novellen und Erzählungen",Parabellum_-_Bansai!.txt,"Es hatte ganz harmlos und unauffällig angefangen, wie immer."
136,Augusti, Brigitte,Mädchenlose,1888,"Romane, Novellen und Erzählungen",Brigitte_Augusti_-_Mädchenlose.txt,"Eine zahlreiche Menschenmenge drängte sich um den Altar der alten ehrwürdigen Pfarrkirche zu D.; heute sollte die Einsegnung durch den ersten Geistlichen stattfinden, welchem vorzugsweise die besten Familien der Stadt ihre Kinder anvertrauten."
137,Hackländer, Friedrich Wilhelm,Handel und Wandel,1850,Romanhafte Biographien,Friedrich_Wilhelm_Hackländer_-_Handel_und_Wandel.txt,"In den für mich so denkwürdigen Tagen, wo ich Schulbank und Spielplatz verlassen mußte, um als Glied in die Kette einzutreten, an der unter dem Namen Geschäftsleben die ganze Welt zappelt und vergebens nach der verlorenen Freiheit ringt, in jener Zeit war noch viel weniger als jetzt von einer Kunst die Rede, in der man es freilich bis auf diesen Tag noch nicht weit gebracht hat."
138,Kafka, Franz,Das Schloß,1926,"Romane, Novellen und Erzählungen",Franz_Kafka_-_Das_Schloß.txt,"Es war spät abends, als K. ankam."
139,Tieck, Ludwig,Waldeinsamkeit,1839,"Romane, Novellen und Erzählungen",Ludwig_Tieck_-_Waldeinsamkeit.txt,Es war der Geburtstag des schon ältlichen Barons von Wangen.
140,Ganghofer, Ludwig,Waldrausch,1908,"Romane, Novellen und Erzählungen",Ludwig_Ganghofer_-_Waldrausch.txt,In ihrem ganzen Leben waren die zwei Kameraden noch nie so weit in die Welt hinausgekommen wie an diesem Morgen. 
141,Fontane, Theodor,Frau Jenny Treibel,1892,"Romane, Novellen und Erzählungen",Theodor_Fontane_-_Frau_Jenny_Treibel.txt,"An einem der letzten Maitage, das Wetter war schon sommerlich, bog ein zurückgeschlagener Landauer vom Spittelmarkt her in die Kur- und dann in die Adlerstraße ein und hielt gleich danach vor einem, trotz seiner Front von nur fünf Fenstern, ziemlich ansehnlichen, im Uebrigen aber altmodischen Hause, dem ein neuer, gelbbrauner Oelfarbenanstrich wohl etwas mehr Sauberkeit, aber keine Spur von gesteigerter Schönheit gegeben hatte, beinahe das Gegenteil. "
142,Hyan, Hans,Das Rätsel von Ravensbrok,1943,"Krimis, Thriller, Spionage",Hans_Hyan_-_Das_Rätsel_von_Ravensbrok.txt,"Meiners war ein Mann, der trotz seines lahmen Beines Tag und Nacht auf den Füßen war.   "
143,Dahn, Felix,Die Bataver,1892,Historische Romane und Erzählungen,Felix_Dahn_-_Die_Bataver.txt,"Wo der Rheinstrom in zahlreichen Mündungen die Nordsee, – »das germanische Meer« – erreicht, da wohnten um die Mitte des ersten Jahrhunderts unserer Zeitrechnung, auf der heute noch nach ihnen benannten »batavischen« Insel und auf dem linken Ufer des Flusses die Bataver und, als ihre Nachbarn im Norden, auf dem rechten Ufer, die kleinere Völkerschaft der Kánnenefáten."
144,Knauf, Erich,Ça-ira!,1930,Historische Romane und Erzählungen,Erich_Knauf_-_Ça-ira!.txt,"Am liebsten ist es mir, wenn ich allein im Coupé sitze."
145,Zschokke, Heinrich,Jonathan Frock,1842,"Romane, Novellen und Erzählungen",Heinrich_Zschokke_-_Jonathan_Frock.txt,"In der Hauptstadt des Königreichs, und vielleicht im ganzen Königreiche, war geraume Zeit lang kein gepriesenerer Mann, als der auch durch einige Schriften dem Ausland schätzbar gewordene Oberkriminalrat von Schwarz.  "
